180	4.7718e-09	0.8564	2.6415e-05	8.0355e-06
200	2.0367e-05	0.73945	0.00034873	7.7613e-11
220	8.4767e-06	0.75839	0.00028289	2.9004e-10
240	3.7989e-06	0.78792	0.00010037	2.1389e-11
260	2.5102e-06	0.8303	3.1751e-05	1.6555e-11
480	0.039731	0.81181	1.0966e-05	2.0907e-05
500	0.047197	0.96037	9.0478e-05	4.2646e-10
520	3.0274e-06	0.95469	0.00013459	1.1287e-09
540	6.7241e-09	0.92776	0.00012376	5.4917e-05
560	5.4737e-10	0.96421	0.00011956	0.00012677
580	0.010452	0.75156	8.8508e-06	0.00022169
600	1.2441e+05	0.90057	3.0234e-05	0.00021372
620	154.89	0.84166	2.1122e-05	0.0001679
640	0.10716	0.42355	7.7992e-06	0.00011042
660	0.11597	0.44809	8.0417e-06	6.1105e-05
