240	0.41195	0.59498	6.2055e-05	6.3102e-19
260	1.4397	0.67114	0.00053675	5.4779e-15
280	0.8881	0.64921	0.00047161	8.0295e-14
300	0.41157	0.63004	0.00017214	4.2173e-16
320	0.21139	0.61812	5.7091e-05	9.253e-19
340	0.089392	0.60531	1.8843e-05	1.6817e-17
400	0.44826	0.74867	2.7723e-05	6.5811e-17
420	0.15618	0.6723	5.9874e-05	4.7995e-15
440	0.042722	0.6121	0.00013032	7.7759e-14
460	0.014118	0.56632	0.00025881	4.247e-14
480	0.0041898	0.49246	0.00034782	1.4755e-14
500	0.0015841	0.41609	0.00033108	1.2982e-16
520	0.00094728	0.34495	0.00023553	8.8818e-18
540	0.00090083	0.29098	0.00012186	2.5941e-18
560	0.00094653	0.29506	5.4676e-05	1.1913e-18
580	0.0011405	0.39156	2.5655e-05	4.6203e-17
