240	1.0419e+07	0.89882	0.00031175	8.9912e-05
260	8.1452e+06	0.88071	0.0012304	6.1459e-05
280	1.3356e+07	0.88383	0.0013346	0.00010907
300	1.2845e+07	0.86756	0.00090221	0.00016605
320	1.5727e+07	0.85742	0.00053249	0.00018993
340	5142.9	0.79811	0.00021091	0.00019719
340	5142.9	0.79811	0.00021091	0.00019719
360	83105	0.75779	0.00078398	0.00019018
380	339.53	0.69722	0.00062696	0.00017114
400	69.649	0.68944	0.00071338	0.00013971
420	51.191	0.72693	0.00076214	9.2812e-05
440	113.77	0.77243	0.00072557	4.7206e-05
460	59071	0.83156	0.00094751	1.7597e-05
480	3.1519e+05	0.84651	0.00053681	1.2656e-05
500	96046	0.86113	0.00018772	1.2639e-05
240	11.675	2.2544e-14	6.1756e-05	3.8246e-20
260	2.2478	0.58754	0.00015624	1.5073e-16
280	1.8646e+07	0.80037	0.0026185	2.5771e-11
300	1.1173e+07	0.81838	0.0012307	4.8646e-10
320	4.107e+06	0.83899	0.00049432	4.6782e-10
340	1.6633e+05	0.80703	0.00034486	4.2935e-06
340	1.6633e+05	0.80703	0.00034486	4.2935e-06
360	1.4179e+05	0.75216	0.00090768	5.6917e-06
380	1342.3	0.70245	0.0008458	3.3057e-06
400	157.84	0.69378	0.00083118	6.2548e-10
420	13.474	0.68257	0.00058039	4.8619e-14
440	5.0824	0.68873	0.00042045	1.2799e-14
460	5.5017	0.70847	0.00026634	1.7142e-17
480	5.9702	0.72059	0.00013395	7.029e-17
500	2.8201	0.73139	5.3655e-05	7.8808e-18
