40	0.036333	0.88615	0.00017712	0.00032086
60	107.75	0.91281	0.00031069	0.00029163
80	969.24	0.86962	0.00046833	0.00028165
100	548.84	0.83753	0.00066526	0.00024341
120	1065	0.83021	0.00095456	0.00018835
140	31388	0.84059	0.0016218	0.00013111
160	1.4945e+05	0.84044	0.0021378	8.1179e-05
180	5.5026e+05	0.84016	0.0025464	4.394e-05
200	1.0553e+06	0.83646	0.0026382	2.0228e-05
220	1.6784e+06	0.83472	0.0023488	7.5272e-06
240	1.181e+06	0.83936	0.0014455	2.8132e-06
260	1.7883e+05	0.85297	0.0006061	3.0629e-06
