180	5.9359e-08	0.85358	2.0442e-05	9.7587e-05
200	5.0075e-06	0.7735	0.00044524	7.5999e-11
220	1.1838e-06	0.79139	0.00038127	1.3969e-11
240	1.2534e-08	0.83684	0.00020005	9.6078e-12
260	6.5375e-09	0.95162	8.7133e-05	6.7125e-05
480	0.039318	0.81032	1.0916e-05	0.00011633
500	20.621	0.98449	0.00023152	2.608e-05
520	6.8927e-09	0.96556	0.00018153	5.2727e-05
540	8.8649e-10	0.95172	0.00016804	0.00011188
560	9.9704e-09	0.98098	0.00021098	0.00015372
580	0.010453	0.75153	8.8501e-06	0.00028545
600	2.9852e+06	0.93794	3.8081e-05	0.00026146
620	936.27	0.85538	2.4918e-05	0.00021604
640	63.221	0.80456	2.1751e-05	0.00015075
660	0.11593	0.44814	8.0425e-06	9.7471e-05
