220	0.16602	1	-2.3738e-06	-3.3778e-06
240	0.011494	0.59925	0.00031169	1.8447e-17
260	0.0066565	0.56011	0.0004852	7.2768e-18
280	0.0050688	0.55164	0.00021709	3.341e-18
300	0.0045484	0.53743	6.4756e-05	1.01e-18
320	0.0032624	0.37371	1.1609e-05	2.0673e-19
480	0.01552	0.76554	8.8596e-05	3.4798e-16
500	0.001637	0.75061	0.00017625	3.3279e-14
520	0.00011128	0.68276	0.00027703	5.1817e-12
540	1.3436e-05	0.61656	0.00033015	7.976e-11
560	3.6916e-06	0.60015	0.00027706	3.1006e-10
580	3.7569e-06	0.57152	0.00015253	5.1813e-10
600	8.8987e-06	0.554	6.0894e-05	3.6452e-12
620	3.4211e-05	0.54421	1.9832e-05	8.4632e-15
