220	0.47824	0.67498	1.6378e-05	1.6126e-19
240	0.63578	0.64852	5.1652e-05	5.3771e-19
260	0.31082	0.66265	0.00011727	2.1604e-17
280	0.15245	0.69812	0.00014126	2.1372e-18
300	0.20107	0.73862	0.00013125	1.3288e-18
320	2.4341	0.76842	0.00013144	7.055e-17
340	558.72	0.76253	0.00027004	6.1926e-15
360	298.49	0.73103	0.00029591	1.1133e-17
380	121.89	0.76069	0.00026441	3.6101e-18
400	5.6578	0.7583	0.00014742	6.6762e-15
420	0.78032	0.75694	7.8344e-05	2.2031e-15
180	3.4269e+06	0.94623	4.108e-05	0.0001116
200	5.5737e+06	0.94301	6.5658e-05	0.00010887
220	5.9799e+06	0.93308	0.00011823	0.00010679
240	8.659e+05	0.93839	0.0004322	5.2729e-05
260	273.27	0.92568	0.00068638	8.5733e-12
280	20.314	0.92948	0.00072603	3.5269e-11
300	5.3791e+05	0.95177	0.00091727	1.4593e-06
320	7.2628e+06	0.93415	0.00065563	0.00011715
340	1.2361e+07	0.89157	0.00072819	0.00014883
360	1.6389e+07	0.86957	0.00098821	0.00011461
380	1.4367e+07	0.87222	0.00097349	6.9635e-05
400	6.4769e+05	0.8855	0.00054382	2.8404e-05
420	1.1157e+05	0.90316	0.00029	7.9458e-06
440	64203	0.91485	0.00014602	6.6164e-06
460	55.899	0.90554	6.2012e-05	8.7426e-06
180	3.4269e+06	0.94623	4.108e-05	0.0001116
200	5.5737e+06	0.94301	6.5658e-05	0.00010887
220	5.9799e+06	0.93308	0.00011823	0.00010679
240	8.659e+05	0.93839	0.0004322	5.2729e-05
260	273.27	0.92568	0.00068638	8.5733e-12
280	20.314	0.92948	0.00072603	3.5269e-11
300	5.3791e+05	0.95177	0.00091727	1.4593e-06
320	7.2628e+06	0.93415	0.00065563	0.00011715
340	1.2361e+07	0.89157	0.00072819	0.00014883
360	1.6389e+07	0.86957	0.00098821	0.00011461
380	1.4367e+07	0.87222	0.00097349	6.9635e-05
400	6.4769e+05	0.8855	0.00054382	2.8404e-05
420	1.1157e+05	0.90316	0.00029	7.9458e-06
440	64203	0.91485	0.00014602	6.6164e-06
460	55.899	0.90554	6.2012e-05	8.7426e-06
