80	4.7802	0.69997	0.0001498	1.0464e-18
100	103.62	0.70333	0.00038694	3.1296e-18
120	1142.8	0.69638	0.00091339	2.6776e-18
140	7630.6	0.69486	0.0018156	1.0713e-15
160	45391	0.68083	0.0036862	2.7978e-18
180	1.8235e+05	0.67745	0.0059703	2.1162e-18
200	2.1923e+05	0.66369	0.0068386	2.1698e-18
220	1.6966e+05	0.6421	0.0064094	1.7464e-18
240	28128	0.57945	0.0036549	1.4646e-18
260	5765.8	0.50467	0.0016609	3.8382e-19
40	0.036333	0.88615	0.00017712	0.00032086
60	107.75	0.91281	0.00031069	0.00029163
80	969.24	0.86962	0.00046833	0.00028165
100	548.84	0.83753	0.00066526	0.00024341
120	1065	0.83021	0.00095456	0.00018835
140	31388	0.84059	0.0016218	0.00013111
160	1.4945e+05	0.84044	0.0021378	8.1179e-05
180	5.5026e+05	0.84016	0.0025464	4.394e-05
200	1.0553e+06	0.83646	0.0026382	2.0228e-05
220	1.6784e+06	0.83472	0.0023488	7.5272e-06
240	1.181e+06	0.83936	0.0014455	2.8132e-06
260	1.7883e+05	0.85297	0.0006061	3.0629e-06
40	0.036333	0.88615	0.00017712	0.00032086
60	107.75	0.91281	0.00031069	0.00029163
80	969.24	0.86962	0.00046833	0.00028165
100	548.84	0.83753	0.00066526	0.00024341
120	1065	0.83021	0.00095456	0.00018835
140	31388	0.84059	0.0016218	0.00013111
160	1.4945e+05	0.84044	0.0021378	8.1179e-05
180	5.5026e+05	0.84016	0.0025464	4.394e-05
200	1.0553e+06	0.83646	0.0026382	2.0228e-05
220	1.6784e+06	0.83472	0.0023488	7.5272e-06
240	1.181e+06	0.83936	0.0014455	2.8132e-06
260	1.7883e+05	0.85297	0.0006061	3.0629e-06
